"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
566,"N","15-49",1974,56069,"Sokoto"
566,"N","15-49",1974,71166,"Taraba"
566,"N","15-49",1974,46649,"Yobe"
566,"N","15-49",1974,52268,"Zamfara"
566,"Y","15-49",1974,194650,"Abia"
566,"Y","15-49",1974,231363,"Adamawa"
566,"Y","15-49",1974,199847,"Akwa Ibom"
566,"Y","15-49",1974,287181,"Anambra"
566,"Y","15-49",1974,395631,"Bauchi"
566,"Y","15-49",1974,101115,"Bayelsa"
566,"Y","15-49",1974,298712,"Benue"
566,"Y","15-49",1974,262686,"Borno"
566,"Y","15-49",1974,165080,"Cross River"
566,"Y","15-49",1974,243811,"Delta"
566,"Y","15-49",1974,95144,"Ebonyi"
566,"Y","15-49",1974,217294,"Edo"
566,"Y","15-49",1974,170433,"Ekiti"
566,"Y","15-49",1974,207390,"Enugu"
566,"Y","15-49",1974,21021,"Abuja"
566,"Y","15-49",1974,139732,"Gombe"
566,"Y","15-49",1974,236991,"Imo"
566,"Y","15-49",1974,384260,"Jigawa"
566,"Y","15-49",1974,564180,"Kaduna"
566,"Y","15-49",1974,747022,"Kano"
566,"Y","15-49",1974,485761,"Katsina"
566,"Y","15-49",1974,271558,"Kebbi"
566,"Y","15-49",1974,222702,"Kogi"
566,"Y","15-49",1974,149155,"Kwara"
566,"Y","15-49",1974,615346,"Lagos"
566,"Y","15-49",1974,123170,"Nasarawa"
566,"Y","15-49",1974,315085,"Niger"
566,"Y","15-49",1974,250506,"Ogun"
566,"Y","15-49",1974,218700,"Ondo"
566,"Y","15-49",1974,227087,"Osun"
566,"Y","15-49",1974,438009,"Oyo"
566,"Y","15-49",1974,222181,"Plateau"
566,"Y","15-49",1974,356218,"Rivers"
566,"Y","15-49",1974,327178,"Sokoto"
566,"Y","15-49",1974,139011,"Taraba"
566,"Y","15-49",1974,140546,"Yobe"
566,"Y","15-49",1974,274202,"Zamfara"
566,"N","15-49",1975,134989,"Abia"
566,"N","15-49",1975,106145,"Adamawa"
566,"N","15-49",1975,192241,"Akwa Ibom"
566,"N","15-49",1975,185801,"Anambra"
566,"N","15-49",1975,74643,"Bauchi"
566,"N","15-49",1975,55191,"Bayelsa"
566,"N","15-49",1975,166956,"Benue"
566,"N","15-49",1975,145283,"Borno"
566,"N","15-49",1975,136185,"Cross River"
566,"N","15-49",1975,172141,"Delta"
566,"N","15-49",1975,69224,"Ebonyi"
566,"N","15-49",1975,110265,"Edo"
566,"N","15-49",1975,79589,"Ekiti"
566,"N","15-49",1975,195463,"Enugu"
566,"N","15-49",1975,13130,"Abuja"
566,"N","15-49",1975,42268,"Gombe"
566,"N","15-49",1975,172283,"Imo"
