"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
231,"N","15-49",1984,350726.333278274,"SNNPR"
231,"N","15-49",1984,90558.5160998813,"Somali"
231,"N","15-49",1984,172194.945882372,"Tigray"
231,"Y","15-49",1984,235538.246058936,"Addis Adaba"
231,"Y","15-49",1984,73336.6015068978,"Afar"
231,"Y","15-49",1984,1498853.86849609,"Amhara"
231,"Y","15-49",1984,76361.1120463832,"Benishangul"
231,"Y","15-49",1984,40675.4797444058,"Dire Dawa"
231,"Y","15-49",1984,28743.0365069588,"Gambela"
231,"Y","15-49",1984,18781.0941497128,"Harari"
231,"Y","15-49",1984,2632372.42362594,"Oromia"
231,"Y","15-49",1984,1344143.75862777,"SNNPR"
231,"Y","15-49",1984,324207.075094002,"Somali"
231,"Y","15-49",1984,422019.304142897,"Tigray"
231,"N","15-49",1985,165400.201947845,"Addis Adaba"
231,"N","15-49",1985,14911.3324350472,"Afar"
231,"N","15-49",1985,500311.197186643,"Amhara"
231,"N","15-49",1985,22111.8098882217,"Benishangul"
231,"N","15-49",1985,20250.2639380269,"Dire Dawa"
231,"N","15-49",1985,10750.7883170176,"Gambela"
231,"N","15-49",1985,7355.84873749044,"Harari"
231,"N","15-49",1985,730765.428508849,"Oromia"
231,"N","15-49",1985,370533.066891755,"SNNPR"
231,"N","15-49",1985,95672.6698848477,"Somali"
231,"N","15-49",1985,181919.392264257,"Tigray"
231,"Y","15-49",1985,241032.611140389,"Addis Adaba"
231,"Y","15-49",1985,75047.3133307902,"Afar"
231,"Y","15-49",1985,1533817.40624446,"Amhara"
231,"Y","15-49",1985,78142.3761706969,"Benishangul"
231,"Y","15-49",1985,41624.3105152823,"Dire Dawa"
231,"Y","15-49",1985,29413.5209771507,"Gambela"
231,"Y","15-49",1985,19219.1978955555,"Harari"
231,"Y","15-49",1985,2693777.37746147,"Oromia"
231,"Y","15-49",1985,1375498.39701634,"SNNPR"
231,"Y","15-49",1985,331769.804554552,"Somali"
231,"Y","15-49",1985,431863.684693313,"Tigray"
231,"N","15-49",1986,174608.312221654,"Addis Adaba"
231,"N","15-49",1986,15741.4716475412,"Afar"
231,"N","15-49",1986,528164.371612444,"Amhara"
231,"N","15-49",1986,23342.8119148604,"Benishangul"
231,"N","15-49",1986,21377.6305386668,"Dire Dawa"
231,"N","15-49",1986,11349.3029692832,"Gambela"
231,"N","15-49",1986,7765.36133502421,"Harari"
231,"N","15-49",1986,771448.381556988,"Oromia"
231,"N","15-49",1986,391161.272298105,"SNNPR"
231,"N","15-49",1986,100998.929974707,"Somali"
231,"N","15-49",1986,192047.153930726,"Tigray"
231,"Y","15-49",1986,246445.074740739,"Addis Adaba"
231,"Y","15-49",1986,76732.5245135643,"Afar"
231,"Y","15-49",1986,1568259.76174816,"Amhara"
231,"Y","15-49",1986,79897.0879695184,"Benishangul"
231,"Y","15-49",1986,42558.9975872422,"Dire Dawa"
231,"Y","15-49",1986,30074.0109037784,"Gambela"
231,"Y","15-49",1986,19650.7710695981,"Harari"
231,"Y","15-49",1986,2754267.00139234,"Oromia"
231,"Y","15-49",1986,1406385.64903991,"SNNPR"
231,"Y","15-49",1986,339219.800562773,"Somali"
231,"Y","15-49",1986,441561.320472376,"Tigray"
231,"N","15-49",1987,184476.078430027,"Addis Adaba"
231,"N","15-49",1987,16631.080853525,"Afar"
231,"N","15-49",1987,558012.90787255,"Amhara"
231,"N","15-49",1987,24662.0011773365,"Benishangul"
231,"N","15-49",1987,22585.7600804996,"Dire Dawa"
231,"N","15-49",1987,11990.6943607006,"Gambela"
231,"N","15-49",1987,8204.21083309557,"Harari"
231,"N","15-49",1987,815045.803547808,"Oromia"
231,"N","15-49",1987,413267.253025458,"SNNPR"
231,"N","15-49",1987,106706.755768367,"Somali"
231,"N","15-49",1987,202900.454050632,"Tigray"
231,"Y","15-49",1987,252314.927153722,"Addis Adaba"
